/processed_data/wavs/audio-00001.wav|sʌɭotkʲix sni v mistsi spɑf. kʌɭektsija morsʲkʲix vuzɭif mistra krɑpsa. oɡʌ, tsi nitutʃʲkʲɪ tut ne mɑjɛ butʲɪ.
/processed_data/wavs/audio-00002.wav|nidʌumkovʌtʲij ravɭik ne zrivnɑjɛtʲsʲʌ zɛ vʲiɕim ɡuptʃʲɑsʲtʲim moskʌm.
/processed_data/wavs/audio-00003.wav|ɑɭi tsɛ kɭɑsna idʲeja, skvidvɑrdʲi! rɑʒʌj, ɕo tʲi stɑvʲiʃ krɑsʲni krɑps na pʲerʃy mistsy!
/processed_data/wavs/audio-00004.wav|"ne xvʲiɭu""jtʲisʲʌ, ja nɑftʃʲif jovʌ fsʲovʌ, ɕo znɑf sɑm."
/processed_data/wavs/audio-00005.wav|"ɑɭi, misʲtʲir ɑkrʌps, mʲi zi skvidvɑrdʌm ɕe ne nʌpratsu""vʌɭisʲʌ. prɑvda, skvidvɑrdʲi?"
/processed_data/wavs/audio-00006.wav|ja v nix nʌfʃykʌrni ʃtɑnɪ!
/processed_data/wavs/audio-00007.wav|pʌtʃʲnimʌ, vdʲixnemʌ, ɭitɑju tsovʌ krɑba!
/processed_data/wavs/audio-00008.wav|vʲibɑtʃʲtʲi, mʲisʲtʲir krɑps i mʲisʲtʲir spɑf, nʌsʌɭodʒujtʲisʲ pʌbatʃʲennʌm!
/processed_data/wavs/audio-00009.wav|u kʌroptsi prʲivʲitʲ! na sxodʌx prʲivʲitʲ! u tsomu smitti prʲivʲitʲ!
/processed_data/wavs/audio-00010.wav|odʒy, koɭɪ vʲi prʲijdʲetʲi nastupnʌvʌ rɑzu.
/processed_data/wavs/audio-00011.wav|vitʲsʲ, kvitvɑrdʲi! bɑtʃʲu, tʲi ɡrɑjɛʒ zɛ mʌrsʲkʲimʲɪ mʌnstrɑmʲɪ. jak tobi mij buɭbaʃkovʲij zʌʌpɑrk?
/processed_data/wavs/audio-00012.wav|tʲi totʃʲnʌ ne dzvoniv ɡʌriʃku? ɑɭɭʌ? ɑɭɭʌ? pʌɡɑnij sʲiɡnʌɭ. ʒʌdnovʌ ɡʌriʃka.
/processed_data/wavs/audio-00013.wav|ja nijak ne moʒu pʲirʲestʌtʲɪ ɡrʲisʲtʲɪ nifti!
/processed_data/wavs/audio-00014.wav|vʲibɑtʃʲ, ɕo tɑk vʲijʃɭʌ, tʃʲɑmi. moʒytʲi i na misʲtʲir krɑps, ɑɭi mʲi mʌʒɛmʌ butʲɪ druʑɑmʲɪ.
/processed_data/wavs/audio-00015.wav|ɕo tsɛ zɑ mistsy? i tʃʲomu vʲi tut?
/processed_data/wavs/audio-00016.wav|patriku, ja ne moʒu vidutʃʲitʲisʲ ɡrʲisʲtʲɪ nixti!
/processed_data/wavs/audio-00017.wav|"ɛmɛm, patrʲiku, sɑmʲi tɑk, ja ikrɑtkɔjɪ ujavɭʌf rukɑvʲiʃnu vaʑnennu""!"
/processed_data/wavs/audio-00018.wav|stij! zatʃʲekʌj mɑɭi! pʌprɑfsʲʌ!
/processed_data/wavs/audio-00019.wav|proʃu vɑs, vijdʲi! vʲi zipsujtʲi vraʒɛnnʌ pro krɑsnij ɡrɑf!
/processed_data/wavs/audio-00020.wav|ɕo ʒɛ, jakɕʌ patrik krɑɕi, jak skvidvɑrt, tʲi mik bʲi butʲɪ krɑɕi, jak patrik.
/processed_data/wavs/audio-00021.wav|nu, ɕo, vʲi jaki? ɡʌtujtʲisʲʌ do boju!
/processed_data/wavs/audio-00022.wav|ɭuji! o, dʲe tʲi sxʌvɑfsʲʌ! xʌroʃyj rʌbɭʌtʃʲok! ɭuji! ni, ni, ni!
/processed_data/wavs/audio-00023.wav|"tsɛ ne tɑk! ja znɑju vʲisoku kuxnu""! ja jakʌsʲ zrobʲif krɑp zɛ burɡʲir zɛ trʲoma buɭotʃʲkʌmʲɪ."
/processed_data/wavs/audio-00024.wav|a koɭɪ vin prʲixʌdʲitʲ do tsɑmʲɪ, to mɑjʒy nitʃʲovʌ ne pamɑtʌjɛ. druʒa, tobi vʒɛ krɑɕi? rʌskɑʒɪ, ɕo tʲi pʌmatɑjɛʃ.
/processed_data/wavs/audio-00025.wav|ɑɭi jak ʒɛ krabzburɡʲir!
/processed_data/wavs/audio-00026.wav|ɑx, xvɑnɪ! moji sximotʃʲkʲɪ!
/processed_data/wavs/audio-00027.wav|"ne xvʲiɭu""jtʲisʲʌ, mʲisʲtʲir krɑps, ja nastupɭu"" nʌɡɭoju u vɑʃu spɑɭnu""."
/processed_data/wavs/audio-00028.wav|zazɑrnu pro fsʲɑkʲij vʲipadok ʌoʌ, jaka ɡarnenka ʌoʌ, o pivnitʃʲnij kʌraɡɑp
/processed_data/wavs/audio-00029.wav|"i ɭovʲɪ kviɭu""!"
/processed_data/wavs/audio-00030.wav|tɑk, mʲisʲtʲir krɑp zupʲirʲet! i zabudʲtʲi pro kɭip! niʒ do pʌmʲiji! tiɭkʲɪ pʌmʲiji!
/processed_data/wavs/audio-00031.wav|patriku tsɛ buf ɭiʃy rʌbot. xux, a ja pʌdumʌf, ɕo mʲi u xaɭepi.
/processed_data/wavs/audio-00032.wav|mʲisʲtʲir krɑps! ɕo zɛ vɑmʲɪ? oxʌ, rʌzmovɭʌjtʲi ʑimnoju!
/processed_data/wavs/audio-00033.wav|tɑk dʌvirtsy mʲeni. o, jak! a tvoji pʌduʃkʲɪ nabʲiti ʒakɑmʲɪ, a fudboɭka f tʲebʲi nʌpʲivorʲitʲ!
/processed_data/wavs/audio-00034.wav|xiba dvʲeri buɭɪ prʲitʃʲinini? a ɕo, jak ɡrʌbiʒnik tɑm?
/processed_data/wavs/audio-00035.wav|patriku, prostʌ zaspokʌjsʲʌ, ɡɭibokʌ vdʲixnɪ i viddʌj mʲeni ɡʌɭovu!
/processed_data/wavs/audio-00036.wav|"ja ɕe stsiɭijsʲʌ. ura! dʲakuju, ɭikɑrʲu""!"
/processed_data/wavs/audio-00037.wav|ja druɡʲi krɑp zɛ burɡʲerʌm pʌtʃʲɑstuju, bo zɑvʒdʲɪ nim vin vɭɑsʌ tɑk smakujɛ. tsɛ tobi, patriku.
/processed_data/wavs/audio-00038.wav|odʒy, prʲijʃʌf tʃʲɑs aktʲivnix dij! ja mɑju dʌpomʌktʲɪ druɡu! ja zmuʃu zamofknutʲɪ koʒyn zvinʌtʃʲok u tsomu misti! pʌtʃʲinɑjɛmʌ!
/processed_data/wavs/audio-00039.wav|nu ot, ja zdumʌf. zʌstʌsujɛmʌ ʒorstki mʲitodʲɪ.
/processed_data/wavs/audio-00040.wav|"tɑ ɭu""bʲitʲ ajeʃnu""? ʒɑx! zrʌzumif!"
/processed_data/wavs/audio-00041.wav|mʲisʲtʲir krɑps, vʲizovu nɑsu!
/processed_data/wavs/audio-00042.wav|ja zbʲirɑfsʲʌ zapʲitʌtʲɪ tʲe sɑmʲi!
/processed_data/wavs/audio-00043.wav|"dʌbrovʌ dnɑ, mʲisʲtʲets pɑvɭ. mʲisʲtʲets krɑps prosʲiv dʌpomʌktʲɪ zɛ bʲiskʌʃtovnʌju vʲitʃʲerʲu""."
/processed_data/wavs/audio-00044.wav|ʌoʌ, odʒy f tʃʲomusʲ. ja nitʃʲovʌ ɡʲenkʲij, tɑk?
/processed_data/wavs/audio-00045.wav|dʌmʌvʲiɭisʲ, mʲisʲtʲir krɑps. mirʌs na zamok!
/processed_data/wavs/audio-00046.wav|ʌoʌʌ! ʌtrɑzu vʲidnʌ, tʲiskika tʃʲoɡʌsʲ krutʌ! zɛ ɡriɭɑmʲɪ pʌrʲisʲʌ!
/processed_data/wavs/audio-00047.wav|ja zabʲeru jiji zɛ kvidvɑrdʲi. dɑj mʲeni, tʲi mɑjɛʃ ʌbijnʌtʲɪ mʲeni?
/processed_data/wavs/audio-00048.wav|ja vʲimknu trʲivoɡu. ɡodi pʌruʃytʲɪ zakonu!
/processed_data/wavs/audio-00049.wav|parɑʃutʲɪ mixurʲɪ. osʲ vona! trʲi smʲirtʲeɭni vʲiprʌbuvʌnnʌ!
/processed_data/wavs/audio-00050.wav|tʲi tʲeʃ, ɑɭi poprʲɪ fsʲe ikrɑtkɔjɪ dosi sʲimpatʲitʃʲnij.
/processed_data/wavs/audio-00051.wav|sɭuxɑjusʲʌ, mʲisʲtʲir osɭʌps, biɭʃy ne budu mʲisʲtʲir osɭʌps, vʲibɑtʃʲtʲi!
/processed_data/wavs/audio-00052.wav|"prʲivitok! ɕo tɑkʲi, manu""nʌ rʌbʲitʲ u tʲu""rmi?"
/processed_data/wavs/audio-00053.wav|ikrɑtkɔjɪikrɑtkɔjɪ, a dʲe pɭɑn ktuʌn?
/processed_data/wavs/audio-00054.wav|tʲi prɑvʲij! ja navitʲ ne dumɑju pro tʲe, ɕop ɡrʲisʲtʲɪ. nixtjɛ!
/processed_data/wavs/audio-00055.wav|tɑk, ja krɑp zɛ burɡʲiromʲit! nimɑjɛ zɑ ɕo! nimɑjɛ? vonɪ skintʃʲiɭisʲʌ! odʒy, trʲeba zrʌbʲitʲɪ ɕe!
/processed_data/wavs/audio-00056.wav|skvidvɑrt, ɛtʌ prɑvʲij! ɑdʒy mʲisʲtʲir krɑp zros stɑnuf tiɭkʲɪ f sʲirʲedʲini!
/processed_data/wavs/audio-00057.wav|"jovʌ moʒna pʲirʲemʌktʲɪ ɭiʃy ɭu""bovu""."
/processed_data/wavs/audio-00058.wav|kɭɑsnʌ, ɕo tʲi bʲes kʲistok, druʒa! xto is xotʃʲif ɭistiv di misʲtʲir krɑpsa?
/processed_data/wavs/audio-00059.wav|tʲi buf prɑvʲij rup, tsɛ buɭʌ prʲikrɑsnʌ!
/processed_data/wavs/audio-00060.wav|ɕo poɭtsʌ vʌɭɑtʲɪ? sʌsit, ɡup, kabɑp
/processed_data/wavs/audio-00061.wav|o, vʲibɑtʃʲ, pɭanktoni, tʲi prʲijʃʌf po dʌpomʌɡu, a ja pidvif tʲebʲi!
/processed_data/wavs/audio-00062.wav|pidxodʲtʲi i pʌdʲivitʲsʲʌ na nɑʃyx tvɑrʲin!
/processed_data/wavs/audio-00063.wav|xuxu, misʲtʲir sɭɑp, vʲi ʒɛ znajɛtʲi, ɕo ja ne moʒu pʌdɑtʲɪ sɭabzburɡʲir, pokʲɪ vin ne prʲiɡʌtovɭinij jak trʲeba?
/processed_data/wavs/audio-00064.wav|a dʒɛ, vɑʃ krabzburɡʲir ʌtʲimnij tʃʲiniznɑjʌmka.
/processed_data/wavs/audio-00065.wav|vʲivʲijsʲʌ! tsɛ druk sʲendʲɪ frantsuʑɪ! vʲivivi!
/processed_data/wavs/audio-00066.wav|prʌɕɑvʌj bʲizvodnij svit! ja tʲebʲi ne zabudu!
/processed_data/wavs/audio-00067.wav|u mʌjɛji pʌdruɡʲɪ sʲeni jɛ tɑkʲi. tsɛ nʌʑivɑjɛtʲsʲʌ dʲirʲeva.
/processed_data/wavs/audio-00068.wav|nu to fpʲirʲet! dʲivitʲsʲʌ. vɑʃi sʲirvʲetkʲɪ, saɑʌr!
/processed_data/wavs/audio-00069.wav|nijakʲij tʲi ne mʲisʲtʲir krɑp. mʲisʲtʲir krɑp znavɑʒɭivi zustritʃʲi i skɑzʌf ne vidʲtʃʲinʌtʲɪ dvʲeri nikomu.
/processed_data/wavs/audio-00070.wav|vɑʃy zamovɭinnʌ, ʃanovnij. misiju vʲikonʌnʌ. krɑɕi piznʌ niʃ nikoɭɪ.
/processed_data/wavs/audio-00071.wav|ux tʲi, ɡʲeri! i sɑm zrobʲiv dɭɑ mʲeni satʃʲok dɭɑ mʲedus?
/processed_data/wavs/audio-00072.wav|ja ʌbitsʌju biɭʃy nikoɭɪ ne ɡrʲesʲtʲɪ ɛnjɛxɑtɛjɛ.
/processed_data/wavs/audio-00073.wav|ɑɭi mʲi, vʲi moʒytʲi zrʌbʲitʲɪ zamovɭinnʌ xodʒʲ zɑrʌs!
/processed_data/wavs/audio-00074.wav|"zɛ radisʲtʲu"", ɑɭi bojusʲ zʌpiʑnitʲisʲʌ na svoju rʌbotu. ja fpʲivnenij, ɕo tʲi fpʌrʲeʃsʲʌ zɛ mʌrʌzovʌm samostijnʌ. tina!"
/processed_data/wavs/audio-00075.wav|rʲistorʌn trɑsʲtʲɪ sɭɑp? zvutʃʲitʲ znajomʌ!
/processed_data/wavs/audio-00076.wav|"ne xvʲiɭu""jtʲisʲ, mʲisʲtʲir krɑbstvʌ, ʒdʲemʌ u nadijnix rukʌx!"
/processed_data/wavs/audio-00077.wav|navitʲ trʲeba buɭʌ nazvɑtʲɪ tʌbʲiɭoɡizʌju.
/processed_data/wavs/audio-00078.wav|tsɛ ɡɭuxij ku. moja rʌbota v zabiɡʌj, ɭiftsi.
/processed_data/wavs/audio-00079.wav|patrika, v novʌ buf tʲɑʃkʲij dʲen. prostʌ trʲeba jomu naɡɑdʌtʲɪ, ɕo rʌbʲitʲ jovʌ nim.
/processed_data/wavs/audio-00080.wav|ɑɭi patrʲiku, tʲi mij najkrɑɕij spivdruʒbij!
/processed_data/wavs/audio-00081.wav|vʲiɭikʲij, smatʃʲnenkʲij, nixtʲikʲij!
/processed_data/wavs/audio-00082.wav|znɑju vʲi tʃʲudovi bɑtʲkʲɪ, ɑɭi ne vɑrtʌ buɭʌ dzvʌnitʲɪ v dvi notʃʲi ɕʌrɑzu, koɭɪ patriku tʃʲɑs mʲitʲisʲʌ.
/processed_data/wavs/audio-00083.wav|vʲibɑtʃʲtʲi, sʲir, mʲi dumɑɭɪ vʲi rʌspɭavʲiɭisʲʌ i pʌvʲernuɭɪ vɑs do ʒytʲtʲʌ tʃʲɑmʌm. butʲxto tɑk ftʃʲiniv bʲi.
/processed_data/wavs/audio-00084.wav|vit tvʌoɡʌ ɡʌɭovnʌvʌ fanɑta. u mʲeni jɛ fanɑt.
/processed_data/wavs/audio-00085.wav|tsɛ nɑtʃʲi prʲimusʌvʲi vʲitʃʲirka zɛ nʌtʃʲivɭiju. i nɑs usix zaproʃynʌ!
/processed_data/wavs/audio-00086.wav|dumɑju, skvidvʲert ne ʌbrɑʑitʲsʲʌ, jakɕʌ ja prodʌm kiɭka burɡʲerif u jovʌ sʲiktori.
/processed_data/wavs/audio-00087.wav|stij na mistsi! mʲi jdʲemʌ!
/processed_data/wavs/audio-00088.wav|tʲi nadumʌɭa ɕe bɛ ɡuɭɑtʲɪ samomu? jej, patrʲiku, nɑm trʲeba...
/processed_data/wavs/audio-00089.wav|ɭuji? dʲe ɭuji? tʲi ne xotiv zavɑʒʌtʲɪ mʲeni prʲibʲirʌtʲɪ? tʲi zaxiɕʌv svojix mʲiɭix mʌɭatok!
/processed_data/wavs/audio-00090.wav|a v mʲeni tʲeʃ jɛ dɭɑ vɑs pʌdarunʌk!
/processed_data/wavs/audio-00091.wav|dʲe tsɛ ja? pɭɑnktʌn!
/processed_data/wavs/audio-00092.wav|zdajɛtʲsʲʌ, v mʲeni zavʲiɭisʲʌ ʃkidɭiva zvʲitʃʲka.
/processed_data/wavs/audio-00093.wav|a ɕo tsɛ? u, tsɛ kurɪ^jjerʲɪ ɕo zabɭukʌɭɪ! dɑvʌj, no...
/processed_data/wavs/audio-00094.wav|misʲtʲir krɑps, a vʲi fpusʲtʲiɭɪ. patrik pʌtiʃnij! patrik pʌtiʃnij!
/processed_data/wavs/audio-00095.wav|skvidvɑrda, tʲi tɑkʲij muʒnij!
/processed_data/wavs/audio-00096.wav|ʌoʌ, a moʒna mʲeni pʌdzvonitʲɪ? moʒna, moʒna, moʒna!
/processed_data/wavs/audio-00097.wav|trʲeba pʲirʲivʲertʌtʲɪ kʌtɭetu zɑ ɡʌdʲinnikʌvʌju striɭkoju, tomu ɕo...
/processed_data/wavs/audio-00098.wav|vin buf maɭenkʲim, ʑiɭenim i... ɡʌɭosʲnim!
/processed_data/wavs/audio-00099.wav|sɭabzburɡʲir duʒy smɑtʃʲnij, nimɑjɛ strɑvʲɪ smatʃʲniʃʌji v sviti, niʃ sʌkovʲij tʲij sɭabzburɡʲir ditʲɪ. jakʲij vin kɭɑsʲnij!
/processed_data/wavs/audio-00100.wav|ot tʲepʲir tʲi dumɑjɛʃ, xe mʲernʌ? tɑk, dʲivʲisʲ, vuɭitsʌ ʃaɭena.
/processed_data/wavs/audio-00101.wav|tʲepʲir vonɪ nɑdtʌ ɡɑrni sobi ɡrʲesʲtʲɪ.
/processed_data/wavs/audio-00102.wav|"ot bʲi mʲeni butʲɪ tɑkʲim bʌdʲorʲim. zdajɛtʲsʲʌ, ja dʲesʲ zɑbuf kɭu""tʃʲi."
/processed_data/wavs/audio-00103.wav|ne bijtʲisʲ, mʲisʲtʲir krɑps, ja stɑnu najkrɑɕim bosʌm v istoriji krɑsʲtʲɪ krɑpsa. tɑkʲim jak vʲi, mʲisʲtʲir krɑps!
/processed_data/wavs/audio-00104.wav|ja fporʲɪ fsʲe misi spɑf. pʌtʃʲitʌtʲɪ vɑm tufɭi.
/processed_data/wavs/audio-00105.wav|"kɭɑti maɭu""skʲɪ! ɕo ʒɛ tʲepʲir rʌbʲitʲɪ?"
/processed_data/wavs/audio-00106.wav|zdajɛtʲsʲʌ, mʲisʲsʲis pɑf! prʲivit, mʲisʲsʲis paɑʌf!
/processed_data/wavs/audio-00107.wav|zbʲerʲisʲ, patriku! neba jtʲi zɑ mɑɭim utikɑtʃʲim!
/processed_data/wavs/audio-00108.wav|samozvʌntsi, jaki vʲidajutʲ sʲebʲi zɑ misʲtʲera krɑpsa, ne prʌniknutʲ u tsɛj dim, pokʲɪ mʲi tut.
/processed_data/wavs/audio-00109.wav|tʃʲudovʲij spʌsip znɑjtʲɪ trʲittsʌtʲ nojɭnojɭ nojɭ druʑok! tʲi zɡodʲin zi mnoju, ɑ? o? o? skɑʒɪ!
/processed_data/wavs/audio-00110.wav|na tsyx pʌɭitʃʲkʌx xʌdʲitʲɪ skɭadniʃy niʃ na pidborʌx.
/processed_data/wavs/audio-00111.wav|ʒodnix, ɑɭi nɑm trʲeba biɭʃy tvɑrʲin!
/processed_data/wavs/audio-00112.wav|oɡʌ! tɑk zaxopɭivʌ! tsikɑvʌ, kudʲɪ mʲi jidʲemʌ?
/processed_data/wavs/audio-00113.wav|"o, mʲisʲtʲir krɑfts, smɑʃna kaɭu""ʃka, jovʌ, jovʌ biɭʃy nimɑjɛ!"
